Nro;Tipo Doc;Tipo Compra;RUT Proveedor;Razon Social;Folio;Fecha Docto;Fecha Recepcion;Fecha Acuse;Monto Exento;Monto Neto;Monto IVA Recuperable;Monto Iva No Recuperable;Codigo IVA No Rec.;Monto Total;Monto Neto Activo Fijo;IVA Activo Fijo;IVA uso Comun;Impto. Sin Derecho a Credito;IVA No Retenido;Tabacos Puros;Tabacos Cigarrillos;Tabacos Elaborados;NCE o NDE sobre Fact. de Compra;Codigo Otro Impuesto;Valor Otro Impuesto;Tasa Otro Impuesto
13;33;Del Giro;78290890-1;REPUESTOS AUTOMOTRICES LTDA;651118;02/10/2025;02/10/2025 10:47:58;07/10/2025 12:10:29;0;49859;9473;;;59332;;;;;0;;;;0;;;;
14;33;Del Giro;76528114-8;Ibañez E Hijos Limitada;54249;02/10/2025;02/10/2025 11:04:06;;0;13247;2517;;;15764;;;;;0;;;;0;;;;
15;33;Del Giro;77580772-5;BARRACA JVP SPA;4184;02/10/2025;02/10/2025 11:26:03;;0;5042;958;;;6000;;;;;0;;;;0;;;;
16;33;Del Giro;78924030-2;Implementos S.A.;5975985;02/10/2025;02/10/2025 11:40:22;;0;67210;12770;;;79980;;;;;0;;;;0;;;;
17;33;Del Giro;10241983-9;ALBERTO SEGUNDO ACEVEDO PINO;1625;02/10/2025;02/10/2025 15:28:23;;0;6975;1325;;;8300;;;;;0;;;;0;;;;
18;33;Del Giro;96711590-8;Manantial S.A;6326597;30/09/2025;02/10/2025 19:30:15;07/10/2025 12:10:28;0;28213;5360;;;33573;;;;;0;;;;0;;;;
19;33;Del Giro;76000937-7;NORMET CHILE LIMITADA;52050;03/10/2025;03/10/2025 12:10:04;07/10/2025 12:10:29;0;984055;186970;;;1171025;;;;;0;;;;0;;;;
20;33;Del Giro;76000937-7;NORMET CHILE LIMITADA;52051;03/10/2025;03/10/2025 12:10:04;07/10/2025 12:10:29;0;338414;64299;;;402713;;;;;0;;;;0;;;;
21;33;Del Giro;76000937-7;NORMET CHILE LIMITADA;52052;03/10/2025;03/10/2025 12:12:35;07/10/2025 12:10:29;0;202566;38488;;;241054;;;;;0;;;;0;;;;
22;33;Del Giro;76000937-7;NORMET CHILE LIMITADA;52053;03/10/2025;03/10/2025 12:12:35;07/10/2025 12:10:29;0;331010;62892;;;393902;;;;;0;;;;0;;;;
23;33;Del Giro;76000937-7;NORMET CHILE LIMITADA;52054;03/10/2025;03/10/2025 12:15:07;07/10/2025 12:10:29;0;2489303;472968;;;2962271;;;;;0;;;;0;;;;
24;33;Del Giro;18639684-7;VICENTE ANTONIO OGAZ RIVEROS;346;03/10/2025;06/10/2025 08:21:05;;0;100000;19000;;;119000;;;;;0;;;;0;;;;
25;33;Del Giro;76671160-K;SOCIEDAD COM RODRIGUEZ Y LEIVA LTDA;722544;06/10/2025;06/10/2025 09:04:57;;0;39054;7420;;;51402;;;;;0;;;;0;28;4928;0;
26;33;Del Giro;77153872-K;VALENCARS SPA;24608;06/10/2025;06/10/2025 10:16:05;;0;19832;3768;;;23600;;;;;0;;;;0;;;;
27;33;Del Giro;76671160-K;SOCIEDAD COM RODRIGUEZ Y LEIVA LTDA;722590;06/10/2025;06/10/2025 11:31:52;;0;39052;7420;;;51400;;;;;0;;;;0;28;4928;0;
28;33;Del Giro;6036315-3;JUANA NATIVIDAD MENDOZA DIAZ;9135;06/10/2025;06/10/2025 13:41:01;;0;11849;2251;;;14100;;;;;0;;;;0;;;;
29;33;Del Giro;77032903-5;COMERCIAL MATI-GOMAS LIMITADA;10751;07/10/2025;07/10/2025 11:14:36;;0;54622;10378;;;65000;;;;;0;;;;0;;;;
30;33;Del Giro;77398220-1;MercadoLibre Chile LTDA;10221878;07/10/2025;07/10/2025 12:06:27;07/10/2025 12:10:29;0;58815;11175;;;69990;;;;;0;;;;0;;;;
31;33;Del Giro;76150343-K;Indura S. A.;1818251;07/10/2025;07/10/2025 12:31:41;;0;62392;11854;;;74246;;;;;0;;;;0;;;;
32;33;Del Giro;10241983-9;ALBERTO SEGUNDO ACEVEDO PINO;1694;07/10/2025;07/10/2025 15:09:14;;0;18908;3593;;;22501;;;;;0;;;;0;;;;
33;33;Del Giro;76027979-K;SUMMIT MOTORS S.A.;142036;07/10/2025;07/10/2025 17:01:50;;0;138430;26302;;;164732;;;;;0;;;;0;;;;
34;33;Del Giro;76671160-K;SOCIEDAD COM RODRIGUEZ Y LEIVA LTDA;722867;07/10/2025;07/10/2025 19:47:29;;0;22793;4331;;;30000;;;;;0;;;;0;28;2876;0;
35;33;Del Giro;77153872-K;VALENCARS SPA;24643;08/10/2025;08/10/2025 09:43:44;;0;42018;7983;;;50001;;;;;0;;;;0;;;;
36;33;Del Giro;76528114-8;Ibañez E Hijos Limitada;54394;08/10/2025;08/10/2025 10:00:10;;0;95798;18202;;;114000;;;;;0;;;;0;;;;
37;33;Del Giro;76127881-9;LAURA ARALDA ALLENDES KNUDSEN IMPORTADORA Y COMERCIALIZADORA DE REPUES;6554;08/10/2025;08/10/2025 10:21:03;;0;36975;7025;;;44000;;;;;0;;;;0;;;;
38;33;Del Giro;78924030-2;Implementos S.A.;5992979;08/10/2025;08/10/2025 10:49:44;;0;36966;7024;;;43990;;;;;0;;;;0;;;;
39;33;Del Giro;10241983-9;ALBERTO SEGUNDO ACEVEDO PINO;1719;08/10/2025;08/10/2025 15:23:14;;0;16303;3098;;;19401;;;;;0;;;;0;;;;
40;33;Del Giro;6931516-K;MARGARITA VICTORIA YANTEN URBINA;12652;08/10/2025;08/10/2025 16:08:43;09/10/2025 10:46:52;0;9874;1876;;;11750;;;;;0;;;;0;;;;
41;33;Del Giro;76027979-K;SUMMIT MOTORS S.A.;142099;08/10/2025;08/10/2025 16:55:21;;0;5408;1028;;;6436;;;;;0;;;;0;;;;
42;33;Del Giro;76671160-K;SOCIEDAD COM RODRIGUEZ Y LEIVA LTDA;723153;09/10/2025;09/10/2025 12:32:42;;0;51266;9740;;;88854;;;;27848;0;;;;0;35;27848;0;
43;33;Del Giro;77315064-8;FLEXIMEC SPA;571;09/10/2025;09/10/2025 15:14:06;14/10/2025 15:08:48;0;121365;23059;;;144424;;;;;0;;;;0;;;;
44;33;Del Giro;77315064-8;FLEXIMEC SPA;572;09/10/2025;09/10/2025 15:19:06;14/10/2025 15:08:48;0;159145;30238;;;189383;;;;;0;;;;0;;;;
45;33;Del Giro;76528114-8;Ibañez E Hijos Limitada;54464;09/10/2025;09/10/2025 15:52:02;;0;15126;2874;;;18000;;;;;0;;;;0;;;;
46;33;Del Giro;77153872-K;VALENCARS SPA;24694;09/10/2025;09/10/2025 16:16:22;;0;74117;14082;;;88199;;;;;0;;;;0;;;;
47;33;Del Giro;78924030-2;Implementos S.A.;5993240;10/10/2025;10/10/2025 11:19:44;;0;38933;7397;;;46330;;;;;0;;;;0;;;;
48;33;Del Giro;76375068-K;SERVICIOS PULGAR LIMITADA;11815;10/10/2025;10/10/2025 11:43:36;;0;151261;28740;;;180001;;;;;0;;;;0;;;;
49;33;Del Giro;76330872-3;COMERCIAL NGHO LIMITADA;128454;11/10/2025;11/10/2025 11:47:53;;0;50665;9626;;;67004;;;;;0;;;;0;28;6713;0;
50;33;Del Giro;10241983-9;ALBERTO SEGUNDO ACEVEDO PINO;1785;13/10/2025;13/10/2025 10:50:10;;0;15630;2970;;;18600;;;;;0;;;;0;;;;
51;33;Del Giro;77328651-5;MAESTRANZA SAN ALFONSO LIMITADA;5809;13/10/2025;13/10/2025 15:52:02;;0;1180000;224200;;;1404200;;;;;0;;;;0;;;;
52;33;Del Giro;96875230-8;RUTA DEL MAIPO SOCIEDAD CONCESIONARIA, S.A.;2242273;14/10/2025;14/10/2025 14:38:58;14/10/2025 15:08:48;8700;1203;229;;;10132;;;;;0;;;;0;;;;
53;61;Del Giro;77398220-1;MercadoLibre Chile LTDA;7641605;07/10/2025;07/10/2025 15:25:37;;0;58815;11175;;;69990;;;;;0;;;;0;;;;
